e_changed_log_length,e_changed_loc_,e_loc_,e_chang_count_,e_bug_count_,m_MinEssentialKnots,m_CountDeclInstanceVariablePublic,m_AvgLineCode,m_MaxCyclomatic,m_SumEssential,m_SumCyclomatic,m_AvgLine,m_CountLineBlank,m_AvgCyclomatic,m_CountDeclMethodDefault,m_AvgCyclomaticStrict,m_AvgCyclomaticModified,m_SumCyclomaticStrict,m_CountStmtDecl,m_AvgEssential,m_CountLineInactive,m_AvgLineBlank,m_AvgLineComment,m_CountLineCodeExe,m_CountLineComment,m_MaxCyclomaticStrict,m_CountLinePreprocessor,m_MaxEssentialKnots,m_CountLineCode,m_CountSemicolon,m_CountStmtExe,m_MaxCyclomaticModified,m_CountLineCodeDecl,m_CountDeclFunction,m_CountLine,m_CountDeclMethodFriend,m_Knots,m_CountDeclMethodConst,m_CountDeclInstanceVariablePrivate,m_CountDeclClass,m_CountStmt,m_SumCyclomaticModified,m_CountDeclInstanceVariableProtected,md_MaxCyclomatic,md_SumEssential,md_SumCyclomatic,md_CountLineBlank,md_AvgCyclomatic,md_AvgCyclomaticStrict,md_AvgCyclomaticModified,md_SumCyclomaticStrict,md_CountStmtDecl,md_CountLineCodeExe,md_CountLineComment,md_MaxCyclomaticStrict,md_CountLineCode,md_CountStmtExe,md_MaxCyclomaticModified,md_CountLineCodeDecl,md_CountDeclFunction,md_CountLine,md_CountDeclClass,md_CountStmt,md_SumCyclomaticModified,_class_
156,1,48,5,1,-1,-1,0,1,2,2,0,6,1,0,1,1,2,5,0,-1,0,0,9,15,1,-1,-1,27,-1,9,1,15,2,48,-1,-1,-1,-1,1,14,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,N
156,26,415,13,6,-1,-1,0,7,6,17,0,74,2,0,2,2,17,53,0,-1,0,0,185,28,7,-1,-1,313,-1,122,7,115,6,415,-1,-1,-1,-1,1,175,17,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,20,0,0,0,N
156,1,300,19,9,-1,-1,0,4,14,20,0,79,1,0,1,1,20,30,0,-1,0,0,72,73,4,-1,-1,147,-1,61,4,58,14,299,-1,-1,-1,-1,1,91,20,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,N
156,5,47,2,2,-1,-1,0,2,2,3,0,10,1,0,1,1,3,6,0,-1,0,0,8,15,2,-1,-1,22,-1,3,2,10,2,47,-1,-1,-1,-1,1,9,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,Y
156,4,118,10,5,-1,-1,0,2,4,5,0,22,1,0,1,1,5,22,0,-1,0,0,17,31,2,-1,-1,65,-1,11,2,43,4,118,-1,-1,-1,-1,1,33,5,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-3,0,0,-3,0,-4,0,0,0,N
156,5,224,11,5,-1,-1,0,6,8,10,0,45,2,0,2,2,10,24,0,-1,0,0,43,79,6,-1,-1,100,-1,33,6,49,4,224,-1,-1,-1,-1,1,57,10,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,N
156,13,150,7,6,-1,-1,0,5,9,13,0,15,1,0,1,1,13,26,0,-1,0,0,61,15,5,-1,-1,120,-1,52,5,48,9,150,-1,-1,-1,-1,2,78,13,-1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,11,0,0,0,Y
156,1,104,7,6,-1,-1,0,2,5,9,0,11,1,0,1,1,9,9,0,-1,0,0,20,44,2,-1,-1,49,-1,16,2,15,5,104,-1,-1,-1,-1,1,25,9,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,N
156,1,164,8,3,-1,-1,0,6,9,16,0,19,2,0,2,2,20,29,0,-1,0,0,57,31,9,-1,-1,116,-1,42,6,44,7,164,-1,-1,-1,-1,2,71,16,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,N
156,3,66,4,3,-1,-1,0,1,3,3,0,12,1,0,1,1,3,5,0,-1,0,0,5,32,1,-1,-1,22,-1,2,1,13,3,66,-1,-1,-1,-1,1,7,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,-3,0,-3,0,0,0,N
156,4,117,4,1,-1,-1,0,2,3,4,0,15,1,0,1,1,4,4,0,-1,0,0,25,53,2,-1,-1,49,-1,5,2,20,3,117,-1,-1,-1,-1,1,9,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,-4,0,-4,0,0,0,N
156,1,87,5,2,-1,-1,0,2,3,4,0,10,1,0,1,1,4,3,0,-1,0,0,21,37,2,-1,-1,40,-1,6,2,15,3,87,-1,-1,-1,-1,1,9,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,N
156,2,130,12,6,-1,-1,0,3,5,6,0,18,2,0,2,2,6,7,0,-1,0,0,28,51,3,-1,-1,61,-1,8,3,28,3,130,-1,-1,-1,-1,1,15,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,-2,0,-2,0,0,0,N
156,5,135,13,6,-1,-1,0,2,3,4,0,24,1,0,1,1,4,4,0,-1,0,0,20,68,2,-1,-1,43,-1,5,2,19,3,135,-1,-1,-1,-1,1,9,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-5,0,-5,0,0,0,N
156,2,102,5,1,-1,-1,0,6,5,7,0,10,3,0,3,3,7,16,0,-1,0,0,27,28,6,-1,-1,64,-1,25,6,29,2,102,-1,-1,-1,-1,1,41,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
156,12,105,5,2,-1,-1,0,5,4,6,0,13,3,0,3,3,6,16,0,-1,0,0,23,34,5,-1,-1,58,-1,23,5,28,2,105,-1,-1,-1,-1,1,39,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,-4,0,-4,0,0,0,N
156,8,530,41,19,-1,-1,0,10,30,45,0,119,1,0,1,1,41,81,0,-1,0,0,115,135,6,-1,-1,276,-1,99,7,114,26,530,-1,-1,-1,-1,1,180,42,-1,0,0,0,0,0,0,0,0,0,0,1,0,-3,0,0,-3,0,-2,0,0,0,N
156,4,103,3,1,-1,-1,0,2,7,8,0,18,1,0,1,1,8,13,0,-1,0,0,14,33,2,-1,-1,52,-1,14,2,27,7,103,-1,-1,-1,-1,1,27,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
156,1,102,8,3,-1,-1,0,1,5,5,0,29,1,0,1,1,5,15,0,-1,0,0,16,23,1,-1,-1,49,-1,16,1,28,5,101,-1,-1,-1,-1,1,31,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,N
156,3,88,9,4,-1,-1,0,3,8,10,0,16,1,0,1,1,10,12,0,-1,0,0,14,32,3,-1,-1,40,-1,13,3,16,8,88,-1,-1,-1,-1,1,25,10,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,N
156,4,348,6,2,-1,-1,0,22,21,50,0,88,3,0,3,3,59,55,0,-1,0,0,106,53,30,-1,-1,209,-1,91,22,71,16,348,-1,-1,-1,-1,2,146,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,-2,0,-2,0,0,0,N
156,5,92,7,6,-1,-1,0,3,7,11,0,15,1,0,1,1,11,14,0,-1,0,0,22,17,3,-1,-1,60,-1,15,3,27,7,92,-1,-1,-1,-1,2,29,11,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,N
156,2,729,11,2,-1,-1,0,17,16,20,0,115,5,0,5,5,20,36,0,-1,0,0,306,218,17,-1,-1,396,-1,83,17,76,4,729,-1,-1,-1,-1,1,119,20,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
156,4,81,2,1,-1,-1,0,2,5,6,0,13,1,0,1,1,6,10,0,-1,0,0,10,29,2,-1,-1,39,-1,10,2,21,5,81,-1,-1,-1,-1,1,20,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
156,2,95,7,5,-1,-1,0,3,5,8,0,16,1,0,1,1,8,10,0,-1,0,0,13,41,3,-1,-1,38,-1,12,3,20,5,95,-1,-1,-1,-1,1,22,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
156,1,95,3,2,-1,-1,0,2,6,8,0,19,1,0,1,1,8,10,0,-1,0,0,11,29,2,-1,-1,47,-1,11,2,19,6,95,-1,-1,-1,-1,1,21,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,N
156,1,120,7,5,-1,-1,0,3,8,12,0,22,1,0,1,1,12,17,0,-1,0,0,39,22,3,-1,-1,78,-1,36,3,26,8,120,-1,-1,-1,-1,1,53,12,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,N
156,17,239,6,4,-1,-1,0,3,7,9,0,48,1,0,1,1,9,27,0,-1,0,0,71,52,3,-1,-1,141,-1,63,3,61,7,239,-1,-1,-1,-1,1,90,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,13,0,0,0,Y
156,2,84,3,1,-1,-1,0,3,4,4,0,18,2,0,2,2,4,8,0,-1,0,0,18,20,3,-1,-1,46,-1,8,3,24,2,84,-1,-1,-1,-1,1,16,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
156,4,145,5,1,-1,-1,0,3,15,22,0,27,1,0,1,1,22,31,0,-1,0,0,38,18,3,-1,-1,101,-1,35,3,40,13,145,-1,-1,-1,-1,1,66,22,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
156,5,223,13,3,-1,-1,0,6,16,21,0,49,1,0,1,1,22,29,0,-1,0,0,79,32,7,-1,-1,142,-1,44,6,44,14,223,-1,-1,-1,-1,1,73,21,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,N
156,2,147,2,1,-1,-1,0,8,3,10,0,29,3,0,3,3,10,18,0,-1,0,0,26,37,8,-1,-1,81,-1,22,8,43,3,147,-1,-1,-1,-1,1,40,10,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
156,3,394,15,7,-1,-1,0,14,10,32,0,98,5,0,5,5,32,42,0,-1,0,0,90,120,14,-1,-1,175,-1,79,14,65,6,393,-1,-1,-1,-1,1,121,32,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,N
156,2,84,4,4,-1,-1,0,1,9,9,0,23,1,0,1,1,9,10,0,-1,0,0,18,15,1,-1,-1,46,-1,18,1,18,9,84,-1,-1,-1,-1,1,28,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
156,2,180,8,1,-1,-1,0,10,9,25,0,29,5,0,3,3,18,23,0,-1,0,0,55,46,6,-1,-1,105,-1,46,6,25,5,180,-1,-1,-1,-1,1,69,19,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
156,2,957,7,2,-1,-1,0,19,44,105,0,247,3,0,3,3,106,97,0,-1,0,0,296,225,19,-1,-1,484,-1,260,19,119,27,956,-1,-1,-1,-1,4,357,105,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
156,2,61,4,1,-1,-1,0,4,4,6,0,14,3,0,3,3,6,9,0,-1,0,0,8,23,4,-1,-1,24,-1,9,4,12,2,61,-1,-1,-1,-1,1,18,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
156,2,399,3,1,-1,-1,0,8,18,35,0,83,2,0,2,2,37,56,0,-1,0,0,68,151,8,-1,-1,165,-1,66,8,69,16,399,-1,-1,-1,-1,1,122,35,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
156,2,1026,11,6,-1,-1,0,6,47,70,0,199,1,0,1,1,74,112,0,-1,0,0,217,360,7,-1,-1,467,-1,174,6,196,39,1026,-1,-1,-1,-1,1,286,70,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
156,3,110,3,2,-1,-1,0,4,10,16,0,23,1,0,1,1,16,19,0,-1,0,0,25,27,4,-1,-1,60,-1,25,4,21,10,110,-1,-1,-1,-1,1,44,16,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,N
156,2,88,3,2,-1,-1,0,2,6,7,0,21,1,0,1,1,7,12,0,-1,0,0,12,25,2,-1,-1,42,-1,12,2,17,6,88,-1,-1,-1,-1,1,24,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
156,13,68,1,1,-1,-1,0,4,1,4,0,8,4,0,4,4,4,5,0,-1,0,0,11,38,4,-1,-1,22,-1,11,4,6,1,68,-1,-1,-1,-1,1,16,4,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-12,0,0,-12,0,-13,0,0,0,N
156,2,65,3,1,-1,-1,0,2,2,3,0,10,1,0,1,1,3,8,0,-1,0,0,8,28,2,-1,-1,27,-1,8,2,13,2,65,-1,-1,-1,-1,1,16,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
156,2,59,4,2,-1,-1,0,2,1,2,0,17,2,0,2,2,2,8,0,-1,0,0,7,17,2,-1,-1,25,-1,7,2,12,1,59,-1,-1,-1,-1,1,15,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
156,5,273,7,3,-1,-1,0,5,15,24,0,75,2,0,2,2,24,36,0,-1,0,0,99,23,5,-1,-1,175,-1,96,5,57,10,273,-1,-1,-1,-1,1,132,24,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,N
156,2,59,1,1,-1,-1,0,1,2,2,0,9,1,0,1,1,2,3,0,-1,0,0,10,30,1,-1,-1,19,-1,10,1,6,2,58,-1,-1,-1,-1,1,13,2,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-2,0,0,0,N
156,2,62,1,1,-1,-1,0,1,2,2,0,12,1,0,1,1,2,7,0,-1,0,0,7,30,1,-1,-1,20,-1,7,1,10,2,62,-1,-1,-1,-1,1,14,2,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-2,0,0,0,N
177,39,439,18,9,-1,-1,0,8,34,60,0,102,2,0,2,2,57,65,0,-1,0,0,121,75,7,-1,-1,266,-1,104,7,88,28,439,-1,-1,-1,-1,1,169,57,-1,0,0,1,-2,0,0,0,1,0,3,0,0,1,2,0,0,0,-1,0,2,1,Y
48,3,791,18,12,-1,-1,0,4,26,35,0,183,1,0,1,1,35,46,0,-1,0,0,73,381,4,-1,-1,226,-1,61,4,118,26,790,-1,-1,-1,-1,1,107,35,-1,0,0,0,1,0,0,0,0,-1,0,0,0,-2,0,0,-2,0,-1,0,-1,0,N
48,24,158,9,1,-1,-1,0,10,6,22,0,24,5,0,3,4,15,17,0,-1,0,0,49,42,6,-1,-1,92,-1,40,6,20,4,158,-1,-1,-1,-1,1,57,16,-1,0,-3,-3,-5,0,0,1,-3,-6,-6,-4,0,-13,-6,0,-5,-1,-22,0,-12,-3,N
48,440,474,3,0,-1,-1,0,19,27,63,0,103,4,0,4,4,63,51,0,-1,0,0,184,79,19,-1,-1,292,-1,161,19,68,15,474,-1,-1,-1,-1,4,212,63,-1,16,24,60,95,1,1,1,60,46,179,56,16,277,156,16,61,14,428,3,202,60,N
48,190,481,4,1,-1,-1,0,10,28,45,0,105,2,0,2,2,47,73,0,-1,0,0,96,159,10,-1,-1,217,-1,90,10,86,20,481,-1,-1,-1,-1,1,163,45,-1,2,10,10,22,0,0,0,10,17,28,8,2,52,24,2,17,4,82,0,41,10,N
48,13,1253,21,14,-1,-1,0,15,85,137,0,324,4,0,4,4,140,114,0,-1,0,0,463,154,15,-1,-1,776,-1,340,15,228,32,1254,-1,-1,-1,-1,1,454,137,-1,0,0,0,2,0,0,0,0,0,-1,0,0,1,-1,0,2,0,3,0,-1,0,Y
48,2,40,3,1,-1,-1,0,1,1,1,0,4,1,0,1,1,1,3,0,-1,0,0,2,25,1,-1,-1,11,-1,2,1,7,1,40,-1,-1,-1,-1,1,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
195,2,431,6,2,-1,-1,0,10,22,46,0,80,3,0,2,2,40,48,0,-1,0,0,95,125,5,-1,-1,226,-1,85,5,86,15,431,-1,-1,-1,-1,1,133,40,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
195,4,558,7,1,-1,-1,0,8,22,57,0,105,3,0,2,2,56,84,0,-1,0,0,179,76,8,-1,-1,377,-1,148,8,140,19,558,-1,-1,-1,-1,1,232,56,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
195,2,390,21,9,-1,-1,0,3,21,26,0,74,1,0,1,1,26,40,0,-1,0,0,51,155,3,-1,-1,163,-1,50,3,88,19,390,-1,-1,-1,-1,1,90,26,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
195,2,163,14,10,-1,-1,0,3,12,14,0,36,1,0,1,1,14,20,0,-1,0,0,48,19,3,-1,-1,107,-1,34,3,44,10,162,-1,-1,-1,-1,2,54,14,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
195,2,328,23,15,-1,-1,0,7,6,18,0,50,3,0,3,3,21,27,0,-1,0,0,47,155,9,-1,-1,123,-1,35,7,61,6,328,-1,-1,-1,-1,1,62,18,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
195,2,133,5,4,-1,-1,0,5,8,18,0,18,4,0,4,4,18,22,0,-1,0,0,48,17,5,-1,-1,98,-1,43,5,39,4,133,-1,-1,-1,-1,1,65,18,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
195,4,675,17,11,-1,-1,0,13,27,67,0,110,4,0,4,4,70,83,0,-1,0,0,165,241,16,-1,-1,323,-1,143,13,112,16,674,-1,-1,-1,-1,1,226,67,-1,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,-2,0,-2,0,0,0,N
195,2,483,5,1,-1,-1,0,11,29,46,0,106,2,0,2,2,48,73,0,-1,0,0,97,159,11,-1,-1,218,-1,92,11,86,20,483,-1,-1,-1,-1,1,165,46,-1,1,1,1,1,0,0,0,1,0,1,0,1,1,2,1,0,0,2,0,2,1,N
195,154,84,3,1,-1,-1,0,5,5,8,0,13,2,0,2,2,8,6,0,-1,0,0,16,20,5,-1,-1,51,-1,11,5,27,3,84,-1,-1,-1,-1,1,17,8,-1,-8,-21,-21,-11,-3,-3,-3,-21,-2,-17,0,-8,-25,-40,-8,6,-2,-36,0,-42,-21,Y
195,275,168,4,1,-1,-1,0,18,5,24,0,30,4,0,4,4,24,18,0,-1,0,0,74,17,18,-1,-1,121,-1,51,18,27,5,168,-1,-1,-1,-1,1,69,24,-1,0,0,1,-9,0,0,0,1,0,20,-4,0,12,0,0,0,0,-1,0,0,1,N
195,7,31,3,1,-1,-1,0,1,1,1,0,6,1,0,1,1,1,2,0,-1,0,0,1,15,1,-1,-1,10,-1,1,1,5,1,31,-1,-1,-1,-1,1,3,1,-1,0,-1,-1,0,0,0,0,-1,-1,-1,0,0,-3,-1,0,-1,-1,-3,0,-2,-1,N
195,77,223,9,1,-1,-1,0,13,5,24,0,48,4,0,5,4,26,33,0,-1,0,0,72,37,15,-1,-1,137,-1,56,13,47,5,222,-1,-1,-1,-1,1,89,24,-1,0,0,-1,-5,-1,0,-1,-1,-26,-3,-14,0,-35,-2,0,-30,0,-53,0,-28,-1,N
195,9,49,4,2,-1,-1,0,1,1,1,0,4,1,0,1,1,1,3,0,-1,0,0,11,25,1,-1,-1,20,-1,11,1,7,1,49,-1,-1,-1,-1,1,14,1,-1,0,0,0,0,0,0,0,0,0,9,0,0,9,9,0,0,0,9,0,9,0,Y
195,3,48,1,1,-1,-1,0,1,3,3,0,11,1,0,1,1,3,9,0,-1,0,0,2,16,1,-1,-1,21,-1,2,1,15,3,48,-1,-1,-1,-1,1,11,3,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,-3,-1,0,-2,0,-3,0,-2,0,N
195,16,45,1,0,-1,-1,0,4,1,4,0,8,4,0,4,4,4,7,0,-1,0,0,9,12,4,-1,-1,25,-1,8,4,11,1,45,-1,-1,-1,-1,1,15,4,-1,1,0,1,2,1,1,1,1,1,4,0,1,6,3,1,1,0,8,0,4,1,N
35,3,87,4,2,-1,-1,0,5,5,8,0,13,2,0,2,2,8,6,0,-1,0,0,16,20,5,-1,-1,54,-1,11,5,30,3,87,-1,-1,-1,-1,1,17,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,Y
35,5,37,1,0,-1,-1,0,1,1,1,0,6,1,0,1,1,1,3,0,-1,0,0,8,14,1,-1,-1,17,-1,8,1,7,1,37,-1,-1,-1,-1,1,11,1,-1,0,0,0,3,0,0,0,0,0,1,0,0,2,1,0,1,0,5,0,1,0,N
35,19,50,1,1,-1,-1,0,1,2,2,0,11,1,0,1,1,2,6,0,-1,0,0,5,18,1,-1,-1,21,-1,5,1,13,2,50,-1,-1,-1,-1,1,11,2,-1,0,0,0,4,0,0,0,0,2,4,2,0,9,4,0,5,0,15,0,6,0,Y
35,15,39,1,1,-1,-1,0,1,2,2,0,9,1,0,1,1,2,5,0,-1,0,0,2,16,1,-1,-1,14,-1,2,1,9,2,39,-1,-1,-1,-1,1,7,2,-1,0,0,0,1,0,0,0,0,1,1,0,0,2,1,0,2,0,3,0,2,0,Y
35,16,43,1,0,-1,-1,0,1,2,2,0,9,1,0,1,1,2,4,0,-1,0,0,5,16,1,-1,-1,18,-1,5,1,10,2,43,-1,-1,-1,-1,1,9,2,-1,0,0,0,3,0,0,0,0,0,4,0,0,7,4,0,3,0,10,0,4,0,N
35,1,38,1,0,-1,-1,0,1,2,2,0,8,1,0,1,1,2,5,0,-1,0,0,1,16,1,-1,-1,14,-1,1,1,10,2,38,-1,-1,-1,-1,1,6,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N
33,18,258,6,2,-1,-1,0,6,21,33,0,46,2,0,2,2,36,40,0,-1,0,0,93,38,7,-1,-1,174,-1,83,6,45,15,257,-1,-1,-1,-1,2,123,33,-1,0,0,0,0,0,0,0,0,0,-9,9,0,-9,-9,0,0,0,0,0,-9,0,N
33,87,83,3,1,-1,-1,0,6,10,12,0,5,2,0,2,2,12,9,0,-1,0,0,28,26,6,-1,-1,52,-1,21,6,11,5,83,-1,-1,-1,-1,1,30,12,-1,0,0,0,-1,0,0,0,0,0,1,4,0,0,-4,0,-1,0,3,0,-4,0,N
33,23,172,5,1,-1,-1,0,3,18,20,0,30,1,0,1,1,20,23,0,-1,0,0,26,57,3,-1,-1,85,-1,26,3,37,18,172,-1,-1,-1,-1,1,49,20,-1,0,0,0,2,0,0,0,0,0,-2,-15,0,-2,-2,0,0,0,-15,0,-2,0,N
33,34,182,10,1,-1,-1,0,10,6,22,0,26,5,0,3,4,15,17,0,-1,0,0,49,64,6,-1,-1,92,-1,40,6,20,4,182,-1,-1,-1,-1,1,57,16,-1,0,0,0,2,0,0,0,0,0,0,22,0,0,0,0,0,0,24,0,0,0,N
33,22,84,1,0,-1,-1,0,3,4,6,0,19,3,0,3,3,6,10,0,-1,0,0,14,32,3,-1,-1,33,-1,13,3,14,2,84,-1,-1,-1,-1,1,23,6,-1,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,16,0,0,0,N
33,58,168,3,0,-1,-1,0,3,8,10,0,30,1,0,1,1,10,16,0,-1,0,0,23,84,3,-1,-1,54,-1,23,3,19,8,168,-1,-1,-1,-1,1,39,10,-1,0,0,0,2,0,0,0,0,0,0,46,0,0,0,0,0,0,48,0,0,0,N
33,28,93,3,0,-1,-1,0,5,6,7,0,19,2,0,2,2,7,9,0,-1,0,0,11,44,5,-1,-1,30,-1,12,5,13,3,93,-1,-1,-1,-1,1,21,7,-1,0,0,0,2,0,0,0,0,0,0,16,0,0,0,0,0,0,18,0,0,0,N
178,2,441,19,10,-1,-1,0,8,34,60,0,102,2,0,2,2,57,65,0,-1,0,0,123,75,7,-1,-1,268,-1,106,7,88,28,441,-1,-1,-1,-1,1,171,57,-1,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,2,0,2,0,N
178,40,68,2,1,-1,-1,0,4,1,4,0,11,4,0,4,4,4,10,0,-1,0,0,9,32,4,-1,-1,25,-1,8,4,12,1,68,-1,-1,-1,-1,1,18,4,-1,1,-2,1,3,1,1,1,1,6,4,9,1,12,3,1,7,0,24,0,9,1,N
178,51,67,2,1,-1,-1,0,4,1,4,0,11,4,0,4,4,4,10,0,-1,0,0,9,30,4,-1,-1,26,-1,8,4,12,1,67,-1,-1,-1,-1,1,18,4,-1,3,0,3,3,3,3,3,3,4,8,5,3,15,7,3,4,0,23,0,11,3,N
178,3,1254,22,15,-1,-1,0,15,85,137,0,324,4,0,4,4,140,114,0,-1,0,0,463,154,15,-1,-1,777,-1,340,15,229,32,1255,-1,-1,-1,-1,1,454,137,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,N
178,10,1032,12,6,-1,-1,0,6,47,70,0,199,1,0,1,1,74,112,0,-1,0,0,217,366,7,-1,-1,467,-1,174,6,196,39,1032,-1,-1,-1,-1,1,286,70,-1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,N
178,8,42,2,0,-1,-1,0,1,1,1,0,6,1,0,1,1,1,3,0,-1,0,0,4,23,1,-1,-1,13,-1,4,1,7,1,42,-1,-1,-1,-1,1,7,1,-1,0,0,0,3,0,0,0,0,0,2,2,0,3,2,0,1,0,8,0,2,0,N
178,21,60,5,3,-1,-1,0,1,1,1,0,8,1,0,1,1,1,3,0,-1,0,0,14,27,1,-1,-1,25,-1,14,1,9,1,60,-1,-1,-1,-1,1,17,1,-1,0,0,0,4,0,0,0,0,0,3,2,0,5,3,0,2,0,11,0,3,0,N
178,2,37,1,1,-1,-1,0,1,2,2,0,8,1,0,1,1,2,4,0,-1,0,0,1,17,1,-1,-1,12,-1,1,1,8,2,37,-1,-1,-1,-1,1,5,2,-1,0,0,0,0,0,0,0,0,0,-1,1,0,-1,-1,0,0,0,0,0,-1,0,N
178,78,108,1,1,-1,-1,0,1,4,4,0,18,1,0,1,1,4,16,0,-1,0,0,10,27,1,-1,-1,67,-1,10,1,52,4,108,-1,-1,-1,-1,1,26,4,-1,0,2,2,11,0,0,0,2,11,9,9,0,54,9,0,43,2,70,0,20,2,N
178,1,47,2,1,-1,-1,0,1,3,3,0,10,1,0,1,1,3,9,0,-1,0,0,2,16,1,-1,-1,21,-1,2,1,15,3,47,-1,-1,-1,-1,1,11,3,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,N
